Dataset Name,Activity Type,Emission Resource
NZ Gov 2022,Mobile Combustion Sources - Leased / Owned,Biodiesel 
NZ Gov 2022,Electricity: Location-based,Electricity: New Zealand
NZ Gov 2022,Electricity: Market-based (non-renewable),Electricity: New Zealand
NZ Gov 2022,Mobile Combustion Sources - Leased / Owned,Aviation fuel (gasolene)
NZ Gov 2022,Fuel and Energy Related Activities,Natural gas
NZ Gov 2022,Business Travel,Petrol rental car
NZ Gov 2022,Waste Generated in Operations,Composted organic waste 
NZ Gov 2022,Waste Generated in Operations,Commercial and industrial waste 
NZ Gov 2022,Purchased Goods and Services,Water supply
NZ Gov 2022,Employee Commuting,Rail
NZ Gov 2022,Waste Generated in Operations,Wastewater treatment
NZ Gov 2022,Employee Commuting,Bus
NZ Gov 2022,Mobile Combustion Sources - Leased / Owned,LPG
NZ Gov 2022,Waste Generated in Operations,Organic waste to landfill
NZ Gov 2022,Business Travel,Taxis
NZ Gov 2022,Employee Commuting,Motorbike 
NZ Gov 2022,Fuel and Energy Related Activities,Electricity: New Zealand
NZ Gov 2022,Mobile Combustion Sources - Leased / Owned,Petrol
US EPA eGRID 2019,Electricity: Location-based,Electricity: RFCW (RFC West)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: RFCW (RFC West)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SRMV (SERC Mississippi Valley)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SRMV (SERC Mississippi Valley)
US EPA eGRID 2019,Electricity: Location-based,Electricity: AKGD (ASCC Alaska Grid)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: AKGD (ASCC Alaska Grid)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SRTV (SERC Tennessee Valley)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SRTV (SERC Tennessee Valley)
US EPA eGRID 2019,Electricity: Location-based,Electricity: ERCT (ERCOT All)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: ERCT (ERCOT All)
US EPA eGRID 2019,Electricity: Location-based,Electricity: HIMS (HICC Miscellaneous)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: HIMS (HICC Miscellaneous)
US EPA eGRID 2019,Electricity: Location-based,Electricity: AZNM (WECC Southwest)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: AZNM (WECC Southwest)
US EPA eGRID 2019,Electricity: Location-based,Electricity: RFCE (RFC East)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: RFCE (RFC East)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SRVC (SERC Virginia/Carolina)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SRVC (SERC Virginia/Carolina)
US EPA eGRID 2019,Electricity: Location-based,Electricity: NYUP (NPCC Upstate NY)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: NYUP (NPCC Upstate NY)
US EPA eGRID 2019,Electricity: Location-based,Electricity: NEWE (NPCC New England)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: NEWE (NPCC New England)
US EPA eGRID 2019,Electricity: Location-based,Electricity: NYLI (NPCC Long Island)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: NYLI (NPCC Long Island)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SRMW (SERC Midwest)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SRMW (SERC Midwest)
US EPA eGRID 2019,Electricity: Location-based,Electricity: RMPA (WECC Rockies)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: RMPA (WECC Rockies)
US EPA eGRID 2019,Electricity: Location-based,Electricity: RFCM (RFC Michigan)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: RFCM (RFC Michigan)
US EPA eGRID 2019,Electricity: Location-based,Electricity: NYCW (NPCC NYC/Westchester)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: NYCW (NPCC NYC/Westchester)
US EPA eGRID 2019,Electricity: Location-based,Electricity: AKMS (ASCC Miscellaneous)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: AKMS (ASCC Miscellaneous)
US EPA eGRID 2019,Electricity: Location-based,Electricity: NWPP (WECC Northwest)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: NWPP (WECC Northwest)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SPSO (SPP South)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SPSO (SPP South)
US EPA eGRID 2019,Electricity: Location-based,Electricity: MROW (MRO West)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: MROW (MRO West)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SRSO (SERC South)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SRSO (SERC South)
US EPA eGRID 2019,Electricity: Location-based,Electricity: CAMX (WECC California)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: CAMX (WECC California)
US EPA eGRID 2019,Electricity: Location-based,Electricity: SPNO (SPP North)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: SPNO (SPP North)
US EPA eGRID 2019,Electricity: Location-based,Electricity: FRCC (FRCC All)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: FRCC (FRCC All)
US EPA eGRID 2019,Electricity: Location-based,Electricity: US Average
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: US Average
US EPA eGRID 2019,Electricity: Location-based,Electricity: MROE (MRO East)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: MROE (MRO East)
US EPA eGRID 2019,Electricity: Location-based,Electricity: PRMS (Puerto Rico Miscellaneous)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: PRMS (Puerto Rico Miscellaneous)
US EPA eGRID 2019,Electricity: Location-based,Electricity: HIOA (HICC Oahu)
US EPA eGRID 2019,Electricity: Market-based (non-renewable),Electricity: HIOA (HICC Oahu)
CN MEE 2022,Electricity: Location-based,Electricity: Mainland China
CN MEE 2022,Electricity: Market-based (non-renewable),Electricity: Mainland China
CN MEE 2021,Electricity: Location-based,Electricity: Mainland China
CN MEE 2021,Electricity: Market-based (non-renewable),Electricity: Mainland China
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Netherlands (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Malta (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Bulgaria (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Romania (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Belgium (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Non-OECD Europe and Eurasia (average) (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Ukraine (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Portugal (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Belgium (generation)
DEFRA 2021,Use of Sold Products,Electricity: UK
DEFRA 2021,Electricity: Location-based,Electricity: UK
DEFRA 2021,Processing of Sold Products,Electricity: UK
DEFRA 2021,Franchises (If consumption known),Electricity: UK
DEFRA 2021,Electricity: Market-based (non-renewable),Electricity: UK
DEFRA 2021,Downstream Leased Assets (If consumption known),Electricity: UK
DEFRA 2021,Upstream Leased Assets (If consumption known),Electricity: UK
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Greece (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Finland (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Pakistan (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Spain (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Gibraltar (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: United States (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Germany (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Philippines (T&D)
DEFRA 2021,Fuel and Energy Related Activities,T&D - UK electricity
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Austria (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Saudi Arabia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - UK electricity (generation)
DEFRA 2021,Fuel and Energy Related Activities,"WTT - Overseas Electricity: Hong Kong, China (T&D)"
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Latin America (average) (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Hungary (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Latvia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Austria (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Brazil (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Brazil (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Sweden (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Israel (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: New Zealand (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Indonesia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Mexico (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Chinese Taipei (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Slovak Republic (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Turkey (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Portugal (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: EU (average) (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - UK electricity (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Poland (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: South Africa (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Singapore (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Ireland (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Japan (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Singapore (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Pakistan (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Estonia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Slovenia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Estonia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Slovak Republic (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: United States (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Japan (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Africa (average) (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: India (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Malaysia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Cyprus (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: France (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Ukraine (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Greece (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Canada (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Chinese Taipei (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Italy (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Denmark (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Denmark (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Croatia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Ireland (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Egypt (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Australia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Malaysia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Slovenia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Australia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Spain (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: EU (average) (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Thailand (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Croatia (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Norway (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Russian Federation (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Iceland (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Hungary (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Africa (average) (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Egypt (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Turkey (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: New Zealand (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Lithuania (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Germany (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Russian Federation (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Middle East (average) (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Middle East (average) (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Luxembourg (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Romania (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Netherlands (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Sweden (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Malta (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Indonesia (generation)
DEFRA 2021,Fuel and Energy Related Activities,"WTT - Overseas Electricity: Hong Kong, China (generation)"
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Latvia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Saudi Arabia (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Israel (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: South Africa (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Switzerland (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: France (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Lithuania (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Switzerland (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: India (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: South Korea (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Gibraltar (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: People's Rep. of China (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Mexico (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: South Korea (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Thailand (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Italy (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Non-OECD Europe and Eurasia (average) (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Poland (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Canada (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Cyprus (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Czech Republic (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Philippines (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Finland (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Bulgaria (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Latin America (average) (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Czech Republic (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Iceland (generation)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: People's Rep. of China (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Norway (T&D)
DEFRA 2021,Fuel and Energy Related Activities,WTT - Overseas Electricity: Luxembourg (generation)
IPCC AR5 2014,Direct Emissions - Refrigerants,R-23
IPCC AR5 2014,Direct Emissions - Refrigerants,R-410A
IPCC AR5 2014,Direct Emissions - Refrigerants,R-143
IPCC AR5 2014,Direct Emissions - Refrigerants,R-134
IPCC AR5 2014,Direct Emissions - Refrigerants,R-41
IPCC AR5 2014,Direct Emissions - Refrigerants,R-427A
IPCC AR5 2014,Direct Emissions - Refrigerants,R-43
IPCC AR5 2014,Direct Emissions - Refrigerants,R-404a
IPCC AR5 2014,Direct Emissions - Refrigerants,R-11
IPCC AR5 2014,Direct Emissions - Refrigerants,R-407c
IPCC AR5 2014,Direct Emissions - Refrigerants,R-227ea
IPCC AR5 2014,Direct Emissions - Refrigerants,R-22
IPCC AR5 2014,Direct Emissions - Refrigerants,R-134a
IPCC AR5 2014,Direct Emissions - Refrigerants,R-125
IPCC AR5 2014,Direct Emissions - Refrigerants,R-20 (Chloroform)
IPCC AR5 2014,Direct Emissions - Refrigerants,R-143a
IPCC AR5 2014,Direct Emissions - Refrigerants,R-245ca
IPCC AR5 2014,Direct Emissions - Refrigerants,R-152a
IPCC AR5 2014,Direct Emissions - Refrigerants,R-449A
IPCC AR5 2014,Direct Emissions - Other Gases,Halon-1201
IPCC AR5 2014,Direct Emissions - Refrigerants,R-453A
IPCC AR5 2014,Direct Emissions - Refrigerants,R-32
IPCC AR5 2014,Direct Emissions - Refrigerants,R-12
IPCC AR5 2014,Direct Emissions - Refrigerants,R-507
IPCC AR5 2014,Direct Emissions - Refrigerants,R-236fa
IPCC AR5 2014,Direct Emissions - Refrigerants,R-426A
IPCC AR5 2014,Direct Emissions - Refrigerants,R-422d to replace spilled R-22
DEFRA 2022,Fuel and Energy Related Activities,Biodiesel ME (from tallow)
DEFRA 2022,Fuel and Energy Related Activities,Wood pellets
DEFRA 2022,End-of-life Treatment of Sold Products,Glass - landfill
DEFRA 2022,Waste Generated in Operations,Glass - landfill
DEFRA 2022,Capital Goods / CAPEX,Aggregates
DEFRA 2022,Fuel and Energy Related Activities,Fuel oil
DEFRA 2022,Business Travel,London Underground
DEFRA 2022,Upstream Transportation and Distribution,"Long-haul, to/from UK w/o RF"
DEFRA 2022,Downstream Transportation and Distribution,"Long-haul, to/from UK w/o RF"
DEFRA 2022,Fuel and Energy Related Activities,Biomethane
DEFRA 2022,Use of Sold Products,Fuel oil
DEFRA 2022,Processing of Sold Products,Fuel oil
DEFRA 2022,Stationary Combustion Sources - Heat Generation,Fuel oil
DEFRA 2022,Franchises (If consumption known),Fuel oil
DEFRA 2022,Stationary Combustion Sources - Electricity Generation,Fuel oil
DEFRA 2022,Mobile Combustion Sources - Leased / Owned,Fuel oil
DEFRA 2022,Upstream Leased Assets (If consumption known),Fuel oil
DEFRA 2022,Capital Goods / CAPEX,Asphalt
DEFRA 2022,Use of Sold Products,Petrol (average biofuel blend)
DEFRA 2022,Processing of Sold Products,Petrol (average biofuel blend)
DEFRA 2022,Stationary Combustion Sources - Heat Generation,Petrol (average biofuel blend)
DEFRA 2022,Franchises (If consumption known),Petrol (average biofuel blend)
DEFRA 2022,Stationary Combustion Sources - Electricity Generation,Petrol (average biofuel blend)
DEFRA 2022,Mobile Combustion Sources - Leased / Owned,Petrol (average biofuel blend)
DEFRA 2022,Upstream Leased Assets (If consumption known),Petrol (average biofuel blend)
DEFRA 2022,Fuel and Energy Related Activities,"WTT- flights - International flight, to/from non-UK - Premium economy class "
